branch_office,month_tz,day_tz,hour_tz,tiempodeses,prediccion
3,11,13,9,0,FALSE
1,11,1,21,80,TRUE
3,11,6,1,0,FALSE
3,11,30,10,0,FALSE
3,11,6,0,339,TRUE
3,11,8,15,0,FALSE
1,11,3,16,136,TRUE
2,11,5,0,0,FALSE
1,11,11,19,0,FALSE
1,11,16,12,2136,TRUE
3,11,29,21,0,FALSE
2,11,10,13,0,FALSE
1,11,14,22,0,FALSE
1,11,24,16,0,FALSE
1,11,16,20,0,FALSE
1,11,15,14,0,FALSE
1,11,28,11,0,FALSE
3,11,3,13,585,TRUE
1,10,26,10,0,FALSE
3,11,6,16,141,TRUE
3,11,3,16,1111,TRUE
2,11,8,17,0,FALSE
1,11,9,14,0,FALSE
3,11,6,11,335,TRUE
1,11,14,10,0,FALSE
2,11,9,23,45,TRUE
3,11,27,13,34,FALSE
1,11,28,19,0,FALSE
1,11,7,19,0,FALSE
2,11,5,14,0,FALSE
3,11,16,8,141,TRUE
1,11,1,9,43,FALSE
3,11,28,7,0,FALSE
2,11,29,22,1691,TRUE
2,11,10,9,272,TRUE
3,11,2,18,0,FALSE
3,11,11,13,0,FALSE
3,11,13,15,0,FALSE
1,11,11,15,364,TRUE
3,11,7,10,0,FALSE
1,11,15,10,0,FALSE
1,10,28,15,8022,TRUE
3,11,11,22,2568,TRUE
3,11,29,7,9,FALSE
3,11,9,10,0,FALSE
1,11,27,21,28148,TRUE
3,11,10,14,0,FALSE
3,11,11,15,481,TRUE
3,11,8,8,0,FALSE
2,11,15,16,48452,TRUE
2,11,4,16,0,FALSE
3,11,28,18,1528,TRUE
1,11,7,19,631,TRUE
1,11,28,18,0,FALSE
3,11,11,17,0,FALSE
3,11,16,7,0,FALSE
3,11,27,20,0,FALSE
1,11,23,16,6,FALSE
1,11,3,11,87,TRUE
1,10,31,18,46,FALSE
1,11,28,18,0,FALSE
3,11,23,16,0,FALSE
3,11,5,20,5023,TRUE
3,11,4,15,6031,TRUE
1,11,10,9,0,FALSE
3,11,11,12,14014,TRUE
1,10,24,13,44,FALSE
1,11,7,18,46,FALSE
3,11,5,11,0,FALSE
3,11,14,19,0,FALSE
3,11,8,16,0,FALSE
3,11,29,12,112,TRUE
3,11,16,20,245,TRUE
1,11,2,14,63,TRUE
3,11,24,10,19331,TRUE
1,11,6,15,43,FALSE
1,10,27,18,0,FALSE
1,10,29,0,9,FALSE
3,11,6,20,12053,TRUE
3,11,5,14,0,FALSE
3,11,10,13,0,FALSE
1,10,27,21,0,FALSE
1,11,1,18,86,TRUE
1,10,31,17,0,FALSE
3,11,9,7,0,FALSE
1,11,30,13,0,FALSE
1,11,2,7,0,FALSE
2,11,8,10,0,FALSE
3,11,5,15,0,FALSE
3,11,28,20,3747,TRUE
1,11,3,19,0,FALSE
1,11,8,8,8,FALSE
3,11,7,7,0,FALSE
1,11,13,14,81,TRUE
2,11,28,18,0,FALSE
1,11,2,23,20728,TRUE
1,11,16,16,0,FALSE
3,11,23,20,0,FALSE
1,10,27,9,33415,TRUE
1,11,1,9,0,FALSE
3,11,15,14,665,TRUE
2,11,7,18,9613,TRUE
1,11,11,13,2157,TRUE
1,10,27,15,0,FALSE
1,11,6,18,0,FALSE
1,11,1,13,0,FALSE
1,10,27,15,6129,TRUE
3,11,17,8,0,FALSE
1,11,17,13,26346,TRUE
1,11,2,17,218,TRUE
1,11,17,4,0,FALSE
1,10,28,2,0,FALSE
1,11,2,16,0,FALSE
3,11,4,19,0,FALSE
3,11,10,12,264,TRUE
1,11,5,18,0,FALSE
2,11,7,22,19928,TRUE
1,11,6,1,0,FALSE
1,11,13,5,0,FALSE
1,11,6,9,0,FALSE
3,11,12,1,0,FALSE
3,11,15,14,1289,TRUE
1,11,30,10,4486,TRUE
1,11,24,12,1817,TRUE
1,11,7,12,990,TRUE
1,10,27,0,0,FALSE
1,11,8,10,0,FALSE
1,11,28,19,236,TRUE
1,11,13,11,103,TRUE
1,11,28,16,0,FALSE
3,11,15,21,0,FALSE
3,11,24,11,1280,TRUE
1,11,30,16,108,TRUE
2,11,23,21,12145,TRUE
1,11,30,15,0,FALSE
1,10,31,3,64409,TRUE
1,11,3,8,0,FALSE
1,11,16,13,0,FALSE
3,11,4,23,3960,TRUE
2,11,9,8,284,TRUE
1,11,8,16,0,FALSE
3,11,4,21,331,TRUE
2,11,10,11,0,FALSE
1,11,3,8,11879,TRUE
2,11,28,6,196,TRUE
3,11,30,6,0,FALSE
1,11,12,10,0,FALSE
3,11,15,10,0,FALSE
1,11,8,13,0,FALSE
3,11,30,15,0,FALSE
3,11,12,10,483,TRUE
1,11,14,11,0,FALSE
1,11,8,3,6125,TRUE
1,10,29,11,2351,TRUE
1,11,30,17,1561,TRUE
1,10,29,8,63,TRUE
2,11,9,3,16113,TRUE
1,11,5,3,0,FALSE
1,11,9,22,0,FALSE
1,11,28,7,62572,TRUE
1,11,13,7,796,TRUE
3,11,28,20,4535,TRUE
1,11,13,20,10,FALSE
3,11,23,21,0,FALSE
3,11,9,18,0,FALSE
1,11,13,18,0,FALSE
3,11,10,7,0,FALSE
3,11,9,12,79,FALSE
3,11,10,10,0,FALSE
1,11,5,23,846,TRUE
3,11,7,19,10501,TRUE
3,11,5,10,0,FALSE
1,11,4,15,0,FALSE
1,11,5,14,536,TRUE
1,11,1,18,35,FALSE
3,11,17,12,4498,TRUE
3,11,28,18,339,TRUE
2,11,29,8,13164,TRUE
1,11,3,14,8576,TRUE
3,11,29,15,0,FALSE
1,11,12,17,0,FALSE
3,11,3,20,0,FALSE
1,11,6,14,0,FALSE
1,11,2,17,41,FALSE
1,10,27,9,105,TRUE
2,11,7,13,0,FALSE
3,11,17,13,0,FALSE
3,11,11,16,0,FALSE
3,11,12,23,0,FALSE
1,11,24,17,25094,TRUE
1,11,2,10,0,FALSE
2,11,8,10,35585,TRUE
3,11,4,21,176,TRUE
3,11,15,12,0,FALSE
1,11,14,12,0,FALSE
1,10,29,23,0,FALSE
1,11,16,21,0,FALSE
2,11,9,15,36008,TRUE
1,11,6,18,631,TRUE
1,11,17,10,0,FALSE
3,11,5,11,1826,TRUE
1,11,8,19,0,FALSE
3,11,23,17,0,FALSE
1,11,24,11,1131,TRUE
3,11,3,14,0,FALSE
3,11,9,18,0,FALSE
1,11,8,12,3891,TRUE
3,11,29,19,0,FALSE
1,10,26,8,0,FALSE
1,11,7,13,5,FALSE
3,11,4,9,0,FALSE
3,11,9,15,0,FALSE
1,11,2,21,1279,TRUE
2,11,14,9,67,FALSE
2,11,28,10,0,FALSE
3,11,8,21,2463,TRUE
1,11,8,10,37,FALSE
3,11,16,15,0,FALSE
3,11,8,17,0,FALSE
1,11,23,20,168,TRUE
3,11,8,17,0,FALSE
1,11,8,22,0,FALSE
1,10,29,10,164,TRUE
3,11,5,10,0,FALSE
3,11,17,12,8616,TRUE
3,11,13,23,0,FALSE
3,11,10,9,0,FALSE
3,11,7,11,6601,TRUE
1,11,8,12,0,FALSE
3,11,12,16,1735,TRUE
1,11,29,18,0,FALSE
2,11,8,9,208,TRUE
2,11,5,18,1497,TRUE
2,11,24,14,1646,TRUE
3,11,14,12,0,FALSE
1,11,4,12,672,TRUE
1,11,29,9,176,TRUE
3,11,29,19,1483,TRUE
3,11,9,20,24747,TRUE
3,11,13,9,5165,TRUE
3,11,4,16,0,FALSE
3,11,16,16,1513,TRUE
2,11,14,20,0,FALSE
3,11,7,16,0,FALSE
1,11,23,19,0,FALSE
1,11,7,14,0,FALSE
1,11,19,16,0,FALSE
1,11,15,21,0,FALSE
3,11,19,17,0,FALSE
1,10,27,10,0,FALSE
3,11,28,11,0,FALSE
1,11,2,8,217,TRUE
3,11,15,9,1104,TRUE
3,11,17,7,0,FALSE
3,11,28,20,11,FALSE
1,10,27,10,257,TRUE
1,10,27,9,2502,TRUE
1,10,26,15,0,FALSE
1,11,12,14,1022,TRUE
3,11,29,5,20591,TRUE
3,11,16,8,0,FALSE
2,11,27,14,0,FALSE
3,11,28,8,0,FALSE
3,11,8,10,9396,TRUE
1,10,28,16,0,FALSE
1,11,27,16,13,FALSE
3,11,2,19,2340,TRUE
3,11,16,17,0,FALSE
3,11,6,19,0,FALSE
3,11,6,14,0,FALSE
1,11,12,9,2980,TRUE
3,11,12,13,0,FALSE
1,11,12,21,0,FALSE
3,11,17,8,0,FALSE
2,11,16,21,15775,TRUE
1,10,27,8,0,FALSE
1,11,11,17,18816,TRUE
1,10,30,11,0,FALSE
3,11,3,23,0,FALSE
1,10,31,12,0,FALSE
1,11,6,9,1497,TRUE
1,11,23,19,0,FALSE
3,11,4,22,11869,TRUE
1,11,6,19,0,FALSE
3,11,28,6,0,FALSE
3,11,10,12,0,FALSE
3,11,14,10,27119,TRUE
3,11,14,13,0,FALSE
1,11,8,18,76,FALSE
1,11,9,11,0,FALSE
3,11,4,19,0,FALSE
3,11,28,6,0,FALSE
3,11,4,23,0,FALSE
1,11,12,2,62631,TRUE
1,11,4,19,0,FALSE
1,11,7,11,0,FALSE
1,10,25,16,0,FALSE
1,11,13,16,4953,TRUE
1,11,3,17,30495,TRUE
2,11,15,15,1784,TRUE
1,10,29,21,0,FALSE
2,11,19,19,0,FALSE
3,11,19,13,486,TRUE
2,11,24,16,0,FALSE
1,10,29,10,1042,TRUE
2,11,15,8,0,FALSE
3,11,3,8,0,FALSE
1,11,27,16,28001,TRUE
1,11,3,18,0,FALSE
3,11,8,6,0,FALSE
3,11,24,9,0,FALSE
1,10,26,18,82,TRUE
1,11,1,11,149,TRUE
1,10,27,23,33,FALSE
1,10,26,18,0,FALSE
1,11,9,18,0,FALSE
1,11,24,8,0,FALSE
1,10,27,15,0,FALSE
1,10,31,12,0,FALSE
1,11,4,8,350,TRUE
2,11,9,13,0,FALSE
2,11,5,4,0,FALSE
3,11,16,16,0,FALSE
2,11,9,14,0,FALSE
3,11,2,16,0,FALSE
2,11,4,8,339,TRUE
1,11,10,11,0,FALSE
1,11,7,2,0,FALSE
1,11,2,8,560,TRUE
3,11,14,12,0,FALSE
3,11,23,20,0,FALSE
1,11,27,21,4272,TRUE
1,11,6,10,0,FALSE
3,11,10,16,641,TRUE
3,11,23,18,0,FALSE
1,11,30,6,0,FALSE
1,11,3,9,907,TRUE
3,11,15,7,918,TRUE
1,11,11,15,12,FALSE
2,11,10,12,448,TRUE
3,11,11,13,0,FALSE
1,11,3,4,2785,TRUE
3,11,28,7,0,FALSE
2,11,13,14,1817,TRUE
1,11,24,7,0,FALSE
1,11,9,9,0,FALSE
1,11,9,15,0,FALSE
1,11,3,21,0,FALSE
3,11,9,10,0,FALSE
1,10,29,14,120,TRUE
1,11,5,16,45,TRUE
1,11,1,17,0,FALSE
3,11,15,6,0,FALSE
1,10,30,6,0,FALSE
1,11,7,8,0,FALSE
3,11,29,10,0,FALSE
1,11,19,16,0,FALSE
3,11,2,15,0,FALSE
1,11,7,16,0,FALSE
2,11,11,19,32,FALSE
3,11,13,20,0,FALSE
2,11,14,7,0,FALSE
2,11,8,21,0,FALSE
1,11,6,16,0,FALSE
1,11,8,7,0,FALSE
3,11,12,13,0,FALSE
3,11,5,12,0,FALSE
1,11,17,8,70,TRUE
2,11,29,16,51,TRUE
3,11,6,17,3739,TRUE
3,11,10,10,0,FALSE
1,11,7,8,0,FALSE
3,11,16,9,13,FALSE
1,10,26,17,0,FALSE
3,11,29,11,5021,TRUE
3,11,23,16,0,FALSE
3,11,5,18,0,FALSE
3,11,28,13,4888,TRUE
3,11,16,8,0,FALSE
3,11,29,20,0,FALSE
3,11,16,19,0,FALSE
2,11,13,18,7822,TRUE
3,11,29,18,802,TRUE
1,11,14,18,0,FALSE
1,10,31,15,0,FALSE
1,11,11,15,246,TRUE
3,11,19,13,0,FALSE
3,11,29,14,0,FALSE
1,11,9,18,0,FALSE
1,11,28,8,0,FALSE
3,11,5,13,0,FALSE
1,11,16,7,0,FALSE
3,11,24,9,0,FALSE
3,11,3,14,0,FALSE
1,11,7,15,0,FALSE
3,11,11,20,325,TRUE
1,11,8,16,16,FALSE
1,10,30,11,0,FALSE
1,11,9,16,30473,TRUE
1,10,26,16,5519,TRUE
1,11,24,16,0,FALSE
3,11,28,9,0,FALSE
3,11,5,0,770,TRUE
3,11,3,6,432,TRUE
3,11,15,17,0,FALSE
1,10,28,13,0,FALSE
3,11,8,20,0,FALSE
1,11,19,15,0,FALSE
1,11,3,13,1320,TRUE
3,11,15,8,0,FALSE
3,11,9,12,0,FALSE
1,11,9,14,0,FALSE
3,11,9,14,0,FALSE
2,11,28,18,31825,TRUE
1,10,31,12,328,TRUE
1,11,17,8,0,FALSE
1,11,30,9,1481,TRUE
3,11,24,16,0,FALSE
3,11,8,12,0,FALSE
3,11,23,19,0,FALSE
1,11,15,9,120,TRUE
3,11,5,11,0,FALSE
1,11,4,12,0,FALSE
1,11,10,10,0,FALSE
1,11,7,11,0,FALSE
1,11,13,9,0,FALSE
1,11,8,4,16590,TRUE
3,11,3,17,2988,TRUE
3,11,4,8,0,FALSE
2,11,4,20,0,FALSE
1,10,30,3,247,TRUE
3,11,11,19,0,FALSE
3,11,27,17,0,FALSE
2,11,15,0,986,TRUE
3,11,15,17,0,FALSE
3,11,4,22,0,FALSE
1,11,15,22,0,FALSE
3,11,13,17,0,FALSE
3,11,11,12,0,FALSE
3,11,24,8,0,FALSE
1,11,6,15,0,FALSE
1,11,29,19,3402,TRUE
1,11,17,13,46,FALSE
1,11,4,19,0,FALSE
1,11,15,14,0,FALSE
2,11,9,14,31171,TRUE
1,10,29,3,0,FALSE
3,11,9,18,0,FALSE
3,11,2,15,0,FALSE
2,11,8,18,0,FALSE
3,11,10,0,2160,TRUE
1,11,9,14,0,FALSE
1,11,15,6,69,FALSE
3,11,13,19,3639,TRUE
1,11,4,14,0,FALSE
1,11,12,0,45198,TRUE
1,11,29,15,3018,TRUE
1,11,4,21,18,FALSE
1,11,7,13,0,FALSE
1,10,29,13,6,FALSE
1,11,29,7,0,FALSE
1,11,24,13,0,FALSE
2,11,7,14,416,TRUE
3,11,9,15,30,FALSE
1,11,7,14,0,FALSE
1,11,5,8,0,FALSE
1,11,29,9,0,FALSE
3,11,13,23,0,FALSE
3,11,27,20,26447,TRUE
1,11,15,11,0,FALSE
3,11,5,18,0,FALSE
3,11,14,8,349,TRUE
1,10,31,13,1020,TRUE
3,11,12,6,0,FALSE
1,11,30,7,0,FALSE
3,11,12,7,0,FALSE
1,10,27,9,0,FALSE
1,10,27,20,22,FALSE
2,11,10,12,8271,TRUE
1,11,1,14,0,FALSE
3,11,13,15,3966,TRUE
1,11,17,14,0,FALSE
1,11,29,9,0,FALSE
1,10,31,11,0,FALSE
1,11,11,15,0,FALSE
1,11,9,22,33475,TRUE
3,11,8,19,162,TRUE
3,11,30,8,24664,TRUE
2,11,29,20,61,TRUE
1,10,28,2,0,FALSE
1,10,27,10,0,FALSE
1,11,3,9,47,FALSE
1,11,8,9,0,FALSE
3,11,14,21,0,FALSE
1,11,10,15,820,TRUE
2,11,23,18,244,TRUE
3,11,14,8,0,FALSE
1,11,15,18,23593,TRUE
1,11,6,11,0,FALSE
3,11,14,8,0,FALSE
1,11,15,20,0,FALSE
1,10,29,13,1330,TRUE
1,10,29,19,0,FALSE
1,11,27,17,0,FALSE
3,11,15,8,0,FALSE
1,10,25,6,76,FALSE
3,11,12,16,0,FALSE
3,11,28,0,0,FALSE
3,11,7,21,54,FALSE
1,11,9,13,0,FALSE
1,10,29,23,36,FALSE
1,10,31,5,0,FALSE
3,11,2,11,0,FALSE
1,11,23,14,11,FALSE
1,10,31,11,24,FALSE
1,11,9,18,69,FALSE
3,11,5,12,0,FALSE
1,10,30,16,0,FALSE
1,11,1,0,255,TRUE
2,11,16,22,0,FALSE
3,11,16,16,0,FALSE
1,11,12,11,1679,TRUE
1,11,28,16,0,FALSE
1,10,27,14,0,FALSE
1,10,28,13,0,FALSE
1,11,27,13,0,FALSE
1,11,10,11,385,TRUE
1,10,27,21,695,TRUE
1,11,7,2,0,FALSE
1,10,31,6,30145,TRUE
3,11,5,7,0,FALSE
1,11,28,21,1578,TRUE
2,11,14,11,0,FALSE
1,11,14,9,20,FALSE
1,11,30,13,0,FALSE
1,11,8,14,245,TRUE
3,11,23,16,27389,TRUE
2,11,10,2,17108,TRUE
3,11,6,17,0,FALSE
3,11,23,22,0,FALSE
3,11,16,9,0,FALSE
3,11,6,18,0,FALSE
3,11,11,13,0,FALSE
1,11,15,16,0,FALSE
1,11,8,15,23,FALSE
2,11,14,21,0,FALSE
1,10,26,23,0,FALSE
3,11,12,7,0,FALSE
3,11,9,18,30,FALSE
3,11,8,17,0,FALSE
3,11,16,7,0,FALSE
1,11,16,1,0,FALSE
3,11,17,13,0,FALSE
3,11,14,14,0,FALSE
1,11,5,19,0,FALSE
1,11,15,6,0,FALSE
3,11,28,8,0,FALSE
2,11,12,14,9489,TRUE
1,11,3,15,124,TRUE
3,11,4,9,0,FALSE
1,10,29,21,415,TRUE
1,11,9,18,0,FALSE
1,11,4,16,0,FALSE
3,11,10,10,0,FALSE
1,11,28,19,18852,TRUE
1,11,9,10,988,TRUE
1,10,29,11,0,FALSE
3,11,4,13,0,FALSE
1,11,7,12,720,TRUE
3,11,29,17,450,TRUE
3,11,8,21,0,FALSE
1,11,3,10,0,FALSE
1,11,15,20,0,FALSE
3,11,12,17,0,FALSE
3,11,3,9,1065,TRUE
3,11,12,11,85,FALSE
1,11,24,15,1882,TRUE
1,11,2,8,210,TRUE
3,11,5,10,0,FALSE
1,11,8,0,603,TRUE
1,10,27,20,0,FALSE
1,11,29,11,0,FALSE
1,10,27,12,0,FALSE
1,11,7,19,0,FALSE
1,11,24,6,0,FALSE
1,11,10,15,0,FALSE
3,11,17,6,0,FALSE
3,11,13,14,0,FALSE
1,11,2,11,2139,TRUE
3,11,28,11,0,FALSE
3,11,9,8,0,FALSE
3,11,19,15,0,FALSE
1,10,28,0,0,FALSE
1,10,26,19,15,FALSE
1,11,16,12,431,TRUE
1,11,28,12,0,FALSE
3,11,16,16,0,FALSE
1,10,26,16,123,TRUE
3,11,28,14,9605,TRUE
1,11,5,16,0,FALSE
1,11,8,20,0,FALSE
2,11,3,14,0,FALSE
1,11,29,9,0,FALSE
1,10,28,11,31,FALSE
1,11,3,19,0,FALSE
3,11,27,19,0,FALSE
1,10,30,23,21829,TRUE
3,11,7,18,5857,TRUE
3,11,19,17,0,FALSE
1,11,4,2,0,FALSE
1,11,5,18,0,FALSE
3,11,12,11,0,FALSE
3,11,14,17,0,FALSE
3,11,24,8,0,FALSE
2,11,16,15,6348,TRUE
1,11,15,12,0,FALSE
3,11,5,9,0,FALSE
1,11,19,17,272,TRUE
1,11,13,13,0,FALSE
1,10,28,22,503,TRUE
3,11,24,12,0,FALSE
1,11,30,9,0,FALSE
2,11,5,6,16937,TRUE
3,11,9,11,0,FALSE
1,11,27,13,0,FALSE
1,10,25,12,0,FALSE
1,11,4,11,635,TRUE
3,11,28,14,0,FALSE
3,11,3,20,31,FALSE
3,11,5,8,0,FALSE
1,11,24,10,2120,TRUE
3,11,8,15,0,FALSE
1,11,9,20,121,TRUE
1,10,30,14,136,TRUE
2,11,15,20,21,FALSE
3,11,14,22,0,FALSE
1,11,4,17,0,FALSE
1,10,31,11,840,TRUE
1,11,3,21,2191,TRUE
1,10,28,11,0,FALSE
1,10,28,16,0,FALSE
1,11,17,11,62579,TRUE
3,11,7,12,0,FALSE
3,11,2,12,5860,TRUE
3,11,7,11,0,FALSE
1,10,28,10,0,FALSE
3,11,15,8,0,FALSE
1,10,29,4,0,FALSE
2,11,12,18,23582,TRUE
2,11,3,11,3046,TRUE
1,11,4,22,149,TRUE
1,11,12,13,0,FALSE
1,11,15,17,7859,TRUE
2,11,3,14,0,FALSE
2,11,3,15,0,FALSE
1,11,27,15,0,FALSE
3,11,7,5,0,FALSE
1,11,28,16,0,FALSE
1,11,11,23,0,FALSE
3,11,16,19,0,FALSE
1,11,5,15,0,FALSE
2,11,8,8,0,FALSE
3,11,5,19,0,FALSE
1,10,28,16,1461,TRUE
1,11,5,19,0,FALSE
3,11,13,15,143,TRUE
1,10,26,12,320,TRUE
2,11,5,10,1,FALSE
3,11,7,8,377,TRUE
3,11,8,8,0,FALSE
1,11,6,17,1406,TRUE
2,11,9,17,0,FALSE
3,11,6,23,1754,TRUE
1,11,17,8,2538,TRUE
3,11,4,13,0,FALSE
1,11,3,20,0,FALSE
1,10,30,20,164,TRUE
1,11,15,11,0,FALSE
1,11,4,16,0,FALSE
3,11,6,6,0,FALSE
1,10,27,0,0,FALSE
1,11,30,15,5,FALSE
1,11,15,9,0,FALSE
3,11,10,14,0,FALSE
1,10,30,17,0,FALSE
2,11,23,18,34491,TRUE
1,11,12,17,11122,TRUE
1,11,1,15,0,FALSE
1,11,1,8,0,FALSE
1,10,27,18,0,FALSE
1,11,7,19,0,FALSE
3,11,12,17,0,FALSE
1,11,3,17,0,FALSE
3,11,8,9,1140,TRUE
1,11,15,22,0,FALSE
2,11,9,16,0,FALSE
3,11,16,18,22063,TRUE
3,11,16,19,68,TRUE
1,11,11,13,0,FALSE
2,11,29,18,0,FALSE
1,11,6,11,0,FALSE
3,11,16,23,0,FALSE
3,11,5,18,0,FALSE
1,11,2,17,0,FALSE
1,11,8,10,64393,TRUE
1,11,13,16,732,TRUE
3,11,14,14,3215,TRUE
1,11,10,13,24818,TRUE
3,11,3,14,0,FALSE
1,11,7,19,0,FALSE
3,11,8,9,0,FALSE
3,11,29,21,0,FALSE
1,11,10,9,0,FALSE
3,11,16,18,35247,TRUE
2,11,17,9,26158,TRUE
3,11,9,8,0,FALSE
3,11,12,9,0,FALSE
1,11,5,22,0,FALSE
3,11,5,12,1202,TRUE
3,11,15,13,0,FALSE
3,11,28,7,0,FALSE
1,11,30,10,0,FALSE
1,11,4,12,1921,TRUE
1,11,1,7,0,FALSE
1,11,24,12,0,FALSE
2,11,8,15,1243,TRUE
1,11,3,19,4261,TRUE
3,11,28,18,0,FALSE
1,11,9,20,13440,TRUE
3,11,14,4,0,FALSE
1,11,5,9,3583,TRUE
1,11,7,12,0,FALSE
3,11,14,21,9024,TRUE
2,11,19,14,0,FALSE
1,10,31,18,3956,TRUE
3,11,4,16,46,FALSE
1,11,7,9,1215,TRUE
3,11,12,14,0,FALSE
1,10,26,14,16231,TRUE
1,10,29,16,0,FALSE
3,11,9,20,1913,TRUE
1,11,14,21,132,TRUE
2,11,28,10,18092,TRUE
1,11,9,20,0,FALSE
1,10,31,16,0,FALSE
2,11,24,2,18393,TRUE
3,11,29,19,0,FALSE
1,10,29,15,0,FALSE
3,11,8,6,0,FALSE
3,11,4,8,0,FALSE
1,10,28,18,0,FALSE
2,11,23,14,0,FALSE
2,11,14,11,6748,TRUE
3,11,15,10,0,FALSE
3,11,13,13,6610,TRUE
1,10,31,18,0,FALSE
3,11,15,18,0,FALSE
2,11,7,15,0,FALSE
1,11,24,16,0,FALSE
1,10,29,14,0,FALSE
2,11,3,20,4103,TRUE
3,11,29,16,0,FALSE
1,11,11,15,17644,TRUE
2,11,4,20,0,FALSE
1,11,2,8,165,TRUE
1,11,13,16,0,FALSE
1,10,27,21,0,FALSE
1,11,7,10,0,FALSE
3,11,28,15,5476,TRUE
1,10,30,2,38509,TRUE
1,10,28,6,0,FALSE
1,11,16,17,0,FALSE
3,11,30,13,0,FALSE
3,11,7,19,0,FALSE
1,11,14,13,86,TRUE
1,11,1,9,0,FALSE
3,11,3,13,17083,TRUE
3,11,29,7,0,FALSE
1,11,14,15,0,FALSE
1,11,14,9,0,FALSE
1,11,14,12,3303,TRUE
3,11,16,20,0,FALSE
1,11,17,15,0,FALSE
1,11,13,17,444,TRUE
3,11,4,19,0,FALSE
1,11,28,17,0,FALSE
1,11,24,15,0,FALSE
1,11,4,9,64445,TRUE
2,11,29,7,0,FALSE
1,11,3,21,0,FALSE
1,11,7,7,0,FALSE
1,10,30,9,0,FALSE
3,11,2,10,643,TRUE
3,11,10,10,0,FALSE
1,11,27,19,0,FALSE
1,11,14,10,0,FALSE
3,11,2,15,0,FALSE
2,11,5,22,1516,TRUE
3,11,5,0,831,TRUE
1,10,31,15,0,FALSE
3,11,29,6,0,FALSE
3,11,28,19,0,FALSE
3,11,13,9,0,FALSE
1,10,31,12,28183,TRUE
1,11,8,15,65,FALSE
1,11,14,7,686,TRUE
3,11,24,13,0,FALSE
3,11,10,16,58,FALSE
3,11,30,8,0,FALSE
1,11,9,9,161,TRUE
1,11,24,15,0,FALSE
3,11,24,3,3799,TRUE
1,10,27,16,3487,TRUE
1,11,1,17,51,FALSE
3,11,14,12,80,FALSE
2,11,16,23,340,TRUE
3,11,8,20,0,FALSE
1,10,24,23,0,FALSE
3,11,4,23,21576,TRUE
2,11,29,15,0,FALSE
3,11,9,7,79,FALSE
3,11,23,20,35,FALSE
2,11,4,12,0,FALSE
3,11,30,14,0,FALSE
1,11,16,14,0,FALSE
3,11,13,11,634,TRUE
1,11,8,14,0,FALSE
3,11,23,17,0,FALSE
3,11,8,10,2,FALSE
3,11,6,18,196,TRUE
1,11,12,2,8517,TRUE
3,11,15,8,0,FALSE
1,10,27,1,1511,TRUE
1,10,28,20,34,FALSE
1,11,24,9,231,TRUE
1,11,5,16,0,FALSE
3,11,10,11,0,FALSE
3,11,10,13,275,TRUE
3,11,2,17,0,FALSE
1,11,16,21,0,FALSE
2,11,28,16,9363,TRUE
1,10,28,14,2723,TRUE
2,11,6,16,0,FALSE
3,11,13,21,0,FALSE
1,11,7,16,20,FALSE
3,11,6,9,0,FALSE
3,11,29,6,55,FALSE
1,11,14,6,0,FALSE
1,11,27,15,2141,TRUE
1,11,28,14,0,FALSE
3,11,29,16,0,FALSE
1,10,28,23,0,FALSE
3,11,8,11,0,FALSE
2,11,7,14,2044,TRUE
2,11,12,11,7559,TRUE
3,11,23,20,16254,TRUE
1,11,12,15,0,FALSE
1,11,1,7,170,TRUE
1,11,15,5,0,FALSE
1,11,10,13,0,FALSE
1,10,28,16,189,TRUE
1,11,7,10,0,FALSE
1,11,29,14,0,FALSE
1,11,14,10,60,FALSE
1,11,27,18,633,TRUE
1,11,17,1,1794,TRUE
3,11,27,20,130,TRUE
3,11,15,7,846,TRUE
1,10,29,5,0,FALSE
1,10,26,14,33,FALSE
2,11,4,18,0,FALSE
1,11,2,3,12420,TRUE
2,11,8,13,0,FALSE
1,11,14,15,0,FALSE
1,10,26,23,25,FALSE
1,11,7,7,0,FALSE
1,11,28,6,0,FALSE
1,11,4,14,0,FALSE
3,11,8,9,0,FALSE
2,11,10,10,30486,TRUE
1,11,16,9,0,FALSE
3,11,9,8,0,FALSE
3,11,12,9,0,FALSE
1,11,12,15,0,FALSE
3,11,12,11,0,FALSE
1,11,5,12,0,FALSE
1,11,15,10,1168,TRUE
3,11,15,16,0,FALSE
1,11,14,12,0,FALSE
3,11,9,7,0,FALSE
3,11,16,18,0,FALSE
1,11,29,14,0,FALSE
1,11,3,14,21,FALSE
1,11,3,9,508,TRUE
1,10,27,21,1561,TRUE
1,11,6,0,28670,TRUE
2,11,14,17,7869,TRUE
1,10,28,17,704,TRUE
3,11,5,10,0,FALSE
3,11,14,17,1006,TRUE
3,11,30,12,191,TRUE
3,11,29,9,0,FALSE
1,11,5,10,0,FALSE
3,11,16,9,0,FALSE
3,11,12,10,1600,TRUE
1,11,14,7,0,FALSE
3,11,12,12,0,FALSE
3,11,10,10,8349,TRUE
3,11,6,19,0,FALSE
1,11,6,19,0,FALSE
3,11,4,15,0,FALSE
3,11,14,23,0,FALSE
1,11,9,18,658,TRUE
3,11,30,0,0,FALSE
1,11,1,20,0,FALSE
1,11,11,22,0,FALSE
1,11,16,7,644,TRUE
2,11,10,13,2806,TRUE
